surname ,name ,Sender_account,Receiver_account,Transaction_amount,Old Balance,NewBalance,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,FraudResult,"Laundering_type,"
MUPERI,Steven,5935592628,1224735825,2820.05,858542.07,855722.02,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
MUPOSHI,Terri,6838081010,6953672776,8211.51,8325,113.49,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
MURODZI,Jennifer,7408330845,1218244200,1050.93,21378,20327.07,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
Murphy,PRAISE,608860522,3001717656,96320.17,12102185.87,12198506.04,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Gather-Scatter,"
Murphy,Stephanie,4231385822,6244231175,8121.1,49560,41438.9,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Group,"
Murphy,Megan,5561906489,9517922369,2057.71,25132,23074.29,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
Murphy,Randy,6123762963,789838427,8416.58,30419,22002.42,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Behavioural_Change_1,"
Murphy,Stephanie,6637479118,796867886,7071.11,9110,2038.89,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Bipartite,"
Murphy,Jason,6997024826,5279552599,28032.89,84672,56639.11,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Murray,Joseph,4437097524,2455547809,7765.43,10697,2931.57,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Murray,Joseph,7501327339,9329185542,49890.64,49949,58.36,us dollar,US dollar,USA,ZIM,Credit card,0,"Normal_Fan_Out,"
Musambasi,Joseph,9684406331,9814570694,12694.9,179254,166559.1,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Layered_Fan_Out,"
MUSHATA,Ana,5984193868,4594125641,21469.84,21752,282.16,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Group,"
MUTAMBA,Monica,5982914936,7950918410,17556.12,98446.63,80890.51,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_Out,"
MUTASA,Christine,4928189386,1772609772,7378.41,20141,12762.59,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
MUTEPFA,Monica,5883863892,2987279234,2983.11,28130,25146.89,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
MVUNDURA ,Tara,5939286319,8327388411,851.46,5098,4246.54,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Mwaruwari,Tanner,9720941231,9269639373,3703.67,21779,18075.33,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
MWENDAMBERI,Margaret,5932891635,2327949023,39000.87,70203.52,31202.65,us dollar,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
Myers,John,2793197858,586679955,30124.58,30861,736.42,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Gather-Scatter,"
Nash,Kathleen,5151780757,807454771,10595.22,30880,20284.78,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Bipartite,"
Nash,Kathleen,6652024436,9252458648,3024.72,10686,7661.28,us dollar,US dollar,ZIM,ZIM,ACH,1,"Fan_Out,"
Ndandarika,Joseph,9723333082,6350542988,590.23,5016,4425.77,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,0,"Normal_Cash_Withdrawal,"
Nelson,Christina,3767006545,1323517665,7512.61,20574,13061.39,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Nendoro,Mark,2939856893,2633911782,8440.86,14189.75,5748.89,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
NGIRIVANA,Sarah,4346395450,3220990583,1294.67,10487,9192.33,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Stacked Bipartite,"
NGOMA,DION TINOTENDA,540071627,2824945595,198895.62,12145736.34,12344631.95,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
Nguyen,AUDREY TINOTENDA,524950929,3195999547,83091.82,12149863.79,12232955.61,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
Nichols,David,4437097524,2455547809,5531.21,27025,21493.79,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Nichols,John,6859784309,2248766608,42190.57,51073.63,8883.06,Pula,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
Nixon,Joseph,7378630180,9958407914,8479.71,126780,118300.29,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Fan_In,"
NOAH,CHIWEZA,9901680164,1465487567,6228.71,19901,13672.29,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_In,"
Nolan,Sabrina,2852936829,5087385149,14518.74,50952,36433.26,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
Nolan,Sabrina,6412194470,1441008505,7381.64,66011.97,58630.33,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
Norman,Barbara,3979625953,4346395450,10701.58,277633.13,266931.55,Yen,US dollar,ZIM,ZIM,Debit card,1,"Stacked Bipartite,"
Norman,Barbara,6988928906,6953672776,3146.09,51229,48082.91,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Nyakasikana,Carol,9734083970,9232891126,23476.98,68267,44790.02,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
NYAKASOKA,Steven,3033453299,5858369125,3105.24,10537,7431.76,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_In,"
Nyandoro,Justin,9734083970,4117514495,3725,11381,7656,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_Out,"
NYANDOWE,Robert,6010225513,2248766608,5908.87,23506,17597.13,us dollar,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
NYANDOWE ,Allison,3895306575,4810948357,2582.66,12332,9749.34,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
NYANZOU,Jennifer,25762606,909072420,162699.35,506,163205.35,us dollar,US dollar,Russia,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
NYASANGO,Anthony,4512711928,3122616876,167.61,135496,135328.39,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
NYASANGO,Melissa,9234269769,9696157978,1530.83,69814.46,68283.63,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
NYASANGO,Theresa,9239631224,3274570726,11549.34,61723,50173.66,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Nyati,Susan,2978204957,4889097307,12182.67,41515,29332.33,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_In,"
NYATOTI,John,9239631224,9700169638,5644.05,356150,350505.95,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
NYAWO,Daniel,9251809834,9346189714,3608.34,84932,81323.66,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
NYEMBA,Gary,9265638370,6498497780,9072.33,16043,6970.67,us dollar,US dollar,Mexico,ZIM,Cross-border,0,"Normal_Fan_In,"
NYIKAYARAMBA,Rachel,9285136661,1757764863,10609.2,20607,9997.8,us dollar,kwacha,ZIM,ZIM,Cheque,1,"Structuring,"
NZVENGA,Drew,9297695781,9517922369,1857.24,6344,4486.76,us dollar,pula,ZIM,ZIM,Cheque,1,"Structuring,"
Obrien,Rebecca,3119048320,6833938792,2496.93,20869,18372.07,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Gather-Scatter,"
Obrien,Kayla,3989101183,2987279234,2121.39,11392,9270.61,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
Obrien,Rebecca,7147448786,5557620276,10808.71,67818,57009.29,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Olson,Jamie,5074562068,2058371508,1055.83,11206,10150.17,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Fan_In,"
Onai,Steven,9734083970,2792106785,12712.23,27945.5,15233.27,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
Orozco,Michael,2987350392,6254900841,8164.22,9957,1792.78,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Ortega,SVODAI MEMORY,531041847,7524879881,169539.15,10101443.72,10270982.87,us dollar,US dollar,ZIM,ZIM,ACH,1,"Behavioural_Change_1,"
Page,NAUME,616741041,7856837871,117036.22,9904803.31,10021839.53,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Structuring,"
Page,Brianna,6840221462,6394914061,1218.58,21304,20085.42,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
PANYANGARA,Tyler,9330449479,1407059664,216.12,20294,20077.88,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
PARADZA,Jennifer,3709430533,9172843471,14782.85,301702.79,286919.94,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_Out,"
Park,Kyle,6979398786,8494600637,738.02,5026,4287.98,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Group,"
Patrick,Michele,5169868360,1541721227,1534.54,12059.81,10525.28,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Layered_Fan_In,"
Patterson,TERRENCE TAKUDZWA,642436468,5718348761,204855.31,13000000,13218590.35,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Patterson,Andrew,3137540462,5061861850,10100.83,435404.72,425303.89,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
Patterson,Christopher,4447501051,3744409213,46986.75,50063,3076.25,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Fan_Out,"
Patterson,Erik,4447501051,8433208246,16045.32,20130,4084.68,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Fan_Out,"
Patterson,Christopher,6764758598,2420393246,17664.98,23192,5527.02,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
Patterson,Christopher,6916860201,3089018467,4126.67,13439.21,9312.54,rands,US dollar,Austria,ZIM,Cross-border,1,"Single_large,"
Patton,Ian,4310198050,1184607529,17968.78,20432,2463.22,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Layered_Fan_Out,"
Patton,Ian,8215544280,9958407914,132355.33,708022.87,575667.54,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Fan_In,"
Payne,Wayne,4150879707,409707192,46931.71,86906,39974.29,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_In,"
Payne,Thomas,5004625051,4354586272,2759.18,11277,8517.82,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Payne,Debbie,6534163745,5355456602,826.89,1191,364.11,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Pena,TADIWANASHE CHARNTEL,808822435,6833938792,225751.57,17900000,18113697.75,us dollar,Yen,ZIM,ZIM,Debit card,1,"Gather-Scatter,"
Pena,Aaron,5590746929,7441134100,13057.96,102397,89339.04,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_Out,"
Pena,Aaron,6960958775,797401661,413.84,26512.93,26099.09,us dollar,US dollar,ZIM,ZIM,ACH,1,"Cycle,"
Perez,MARIUS KUDZANAI,665026751,8556332513,256639.66,13400000,13686308.72,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Perez,Carolyn,4431474237,8881785263,8575.04,9071,495.96,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
Perez,Carolyn,5498153777,7535520218,166.85,294,127.15,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
Perez,Carolyn,6527257111,2412223098,1294.8,231234.52,229939.72,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Scatter-Gather,"
Perkins,Andrea,7348501127,5641495028,9006.17,30911,21904.83,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Layered_Fan_Out,"
Perry,William,9624361621,4331748190,3815.66,11528,7712.34,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Peters,Kurt,5606024775,8646193759,4298.26,15535,11236.74,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
Peters,John,6753953681,6985374793,2784.58,4319,1534.42,Rands,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
PHIRI,Kristen,5896510161,1377603863,21695.54,79440,57744.46,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_In,"
PHIRI,Spencer,9330449479,1407059664,6108.9,21194,15085.1,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
PHIRI,Jennifer,9330449479,1407059664,1975.29,20704,18728.71,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
PIKI,Kristen,5057689301,3267846600,685.89,10030,9344.11,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Over-Invoicing,"
PIKI,Julie,9330449479,1407059664,4110.51,11392,7281.49,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
PIMBIRIMANO,Justin,9330449479,1407059664,18951.06,39325.84,20374.78,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Powell,Sharon,4680252319,7728251413,8110.33,10256,2145.67,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
Powell,Marissa,5004625051,4354586272,1036.33,58642.78,57606.45,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Powell,Marissa,8212001718,4675771219,2157.33,20366,18208.67,us dollar,US dollar,USA,ZIM,Credit card,1,"Cycle,"
Powers,Jeffrey,7394937898,4144650873,5196.8,10445,5248.2,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Preston,Eric,4061350229,1934104751,17115.49,26019,8903.51,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
Preston,Charles,5357919352,7205373273,5263.67,31429,26165.33,rands,US dollar,Austria,ZIM,Cross-border,0,"Normal_Small_Fan_Out,"
Preston,Eric,6267094966,479223056,2943.94,22124,19180.06,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_In,"
Price,Julian,6663266362,7784414735,19900.18,20780,879.82,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Pugh,Bryan,4136537011,8638390457,432.01,19909,19476.99,US dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
Pugh,Bryan,6621902632,2818523910,3764.41,11762,7997.59,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Layered_Fan_In,"
PURISA,Victoria,9330449479,1407059664,722.75,37790,37067.25,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
PUTSAYI,Tammy,9332541212,3723419199,12493.29,20374,7880.71,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Layered_Fan_Out,"
Putsayi,Margaret,9332541212,1077741499,8594.62,11398,2803.38,us dollar,US dollar,ZIM,ZIM,Cross-border,1,"Layered_Fan_Out,"
RACHAEL,CHITORO,9895324562,1818872805,18625.98,24860,6234.02,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Ramirez,TALENT,976070224,7951108994,350051.85,11889681.29,12239733.14,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Structuring,"
Ramirez,Sara,6345198198,9328728280,4975.27,99484,94508.73,us dollar,US dollar,ZIM,ZIM,ACH,1,"Behavioural_Change_1,"
Ramirez,Sara,7155736136,1316458123,7517.69,10966,3448.31,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Rangarirai,Jason,9746384104,6333926499,197648.26,214946.78,17298.53,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
Ray,Margaret,6860797177,5129661746,225.33,5056,4830.67,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Ray,Margaret,7026545363,3001717656,3699.24,20896,17196.76,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Gather-Scatter,"
Reese,James,3756980894,3144680752,9706.75,21297,11590.25,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
Reese,James,4879676182,4164213337,1614.64,41276,39661.36,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Rhodes,Hailey,5291333275,6953672776,499.86,47547,47047.14,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Rice,Kimberly,2797271466,4525312913,8612.51,14617,6004.49,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_Out,"
Rice,Jeffrey,5404023576,3036452508,302.19,11442,11139.81,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Richards,NOKUTENDA,936440682,4336977506,308274.96,11038044.83,11346319.79,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_In,"
Richards,Kelsey,4405331748,9696157978,308.02,763,454.98,us dollar,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
Richards,Tara,6057444675,8237840407,1994.48,59063,57068.52,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
Richards,Kelsey,9586816158,1708796825,12307.14,40371,28063.86,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Rivera,Misty,6652024436,9604482457,3851.44,31038,27186.56,Naira,US dollar,ZIM,ZIM,Debit card,1,"Fan_Out,"
Roberson,Jeremy,6469485685,8529417538,4235.51,700054.99,695819.48,us dollar,US dollar,ZIM,ZIM,ACH,1,"Stacked Bipartite,"
Roberts,Jesse,5234066763,6985374793,32983.33,381466.16,348482.83,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
Roberts,Dustin,5402012266,1173793971,3624.97,21076,17451.03,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,0,"Normal_Cash_Withdrawal,"
Roberts,Dustin,6345198198,6576711243,13528.88,26083,12554.12,us dollar,US dollar,ZIM,ZIM,ACH,1,"Behavioural_Change_1,"
Robertson,John,5262095561,927895922,2166.72,3051,884.28,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Robertson,Phillip,6222590308,6436886043,3898.51,11403,7504.49,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
Robertson,Phillip,6916264887,6953672776,7461.42,11408,3946.58,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
ROBI,Zachary,6381030298,9553458659,8817.89,239680,230862.11,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Robinson,HILLARY NYASHA,523567863,3682462176,166929.24,10942307.64,11109236.88,US dollar,US dollar,ZIM,ZIM,Debit card,1,"Gather-Scatter,"
Robinson,TAPIWA ELLIOT,660492284,2793197858,40660.34,13200000,13261289.6,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Gather-Scatter,"
Robinson,Monique,6156339187,9414721240,1906.95,21560,19653.05,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Robinson,Kenneth,6974332253,8060121943,15440.62,15846,405.38,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
Robinson,Kenneth,7511413041,4612854029,5869.28,34607,28737.72,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Small_Fan_Out,"
Robinson,Jamie,9188382243,2203081023,3195.28,10800,7604.72,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Group,"
Robinson,Kenneth,9572566560,6985374793,2292.68,20932,18639.32,us dollar,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
Robinson,Ashley,9586816158,1708796825,5397.52,10844,5446.48,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Robinson,Kenneth,9893340528,5628674969,7693.53,106919,99225.47,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_In,"
Robles,Charles,7247799247,476800554,8609.96,22350,13740.04,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
RODNEY T,KAWERE,9986667984,8984696396,5810.2,9984,4173.8,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
Rodriguez,Brooke,3455180420,9860160776,2479.77,21511,19031.23,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_In,"
Rodriguez,Michael,3510078932,3923530563,1500.11,52076,50575.89,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
Rodriguez,Brooke,3767006545,1323517665,5483.7,120289,114805.3,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Rodriguez,Mary,3811561430,4336977506,5534.09,10370,4835.91,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_In,"
Rodriguez,David,3895286750,1593071946,11992.1,18355.38,6363.29,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Layered_Fan_Out,"
Rodriguez,Melissa,3991935033,6916537719,5459.8,25724,20264.2,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
Rodriguez,Charles,4533141883,459201377,5719.64,11342,5622.36,Naira,US dollar,Nigeria,ZIM,Cross-border,1,"Structuring,"
Rodriguez,Melissa,4543595075,6034997194,2140.78,643223,641082.22,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_In,"
Rodriguez,Breanna,4900827431,5088129970,2239.39,29998,27758.61,us dollar,US dollar,ZIM,ZIM,ACH,1,"Layered_Fan_Out,"
Rodriguez,Brooke,4971910641,9684406331,10596.02,21686,11089.98,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Layered_Fan_Out,"
Rodriguez,Lori,5008453588,4377882567,20889.16,40526,19636.84,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Rodriguez,David,6381030298,9553458659,5318.09,20454,15135.91,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Rodriguez,Michelle,6654412700,434351836,3382.69,20366,16983.31,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
Rodriguez,David,6838081010,6953672776,21096.77,33614,12517.23,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Rodriguez,David,7258656047,1377603863,6374.99,9045,2670.01,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_In,"
Rodriguez,David,7530675315,2248766608,3591.68,20774,17182.32,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
Rogers,David,8285407168,5468996675,7792.99,8630.87,837.89,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Layered_Fan_Out,"
Roman,Christian,3001717656,8085321843,33025.94,58728.72,25702.78,us dollar,US dollar,ZIM,ZIM,ACH,1,"Gather-Scatter,"
Roman,Christian,3510078932,2436228903,7139.09,9051,1911.91,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_Out,"
Roman,Christian,6107475762,8430816457,6061,10215,4154,Pula,US dollar,ZIM,ZIM,Cheque,1,"Gather-Scatter,"
Roman,Christian,6904668523,9408376441,21568.37,26407,4838.63,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_Out,"
Ross,Angela,2774232996,7590592049,5874.76,60089,54214.24,us dollar,US dollar,ZIM,ZIM,ACH,1,"Cycle,"
Ross,Angela,3226909844,6855998229,2271.34,31346,29074.66,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Layered_Fan_Out,"
Ross,Angela,5435316010,3362765079,851.94,28751,27899.06,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Group,"
Ross,Angela,6539698859,9999156867,10017.92,10319,301.08,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
Ross,Angela,9232425799,727716979,3497,10958,7461,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Stacked Bipartite,"
Roy,Maria,5004625051,4354586272,6495.27,22040,15544.73,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
RUBVUWE,Jack,9350495967,2327949023,5047.01,128380,123332.99,Kwacha ,US dollar,Switzerland,ZIM,Cross-border,1,"Structuring,"
RUDZIVA,Monica,9353516901,4499824135,3674.46,49526,45851.54,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Layered_Fan_Out,"
Rufaro,Greg,9746384104,389486199,10537.65,20771,10233.35,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_Out,"
RUGUWA,Mark,9363972171,6413930803,664.72,25327,24662.28,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_In,"
RUHANYA,Shelby,9369763023,8779905731,4261.23,9859,5597.77,Pula,US dollar,ZIM,ZIM,Debit card,1,"Stacked Bipartite,"
RUHONDE,Eddie,9369770693,8038942117,19246.38,22350,3103.62,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Group,"
Russell,TANAKA TANATSWA,582901738,6985374793,110617.56,11146293.18,11256910.75,rands,kwacha,Spain,ZIM,Cross-border,1,"Structuring,"
Russell,Matthew,4345338937,1389390664,2739.8,11383,8643.2,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Russell,Michelle,4900827431,5632473971,6718.08,10673,3954.92,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Layered_Fan_Out,"
Russell,Matthew,9232425799,5248724846,2946.24,21309,18362.76,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Stacked Bipartite,"
RWTIRERA,Daniel,6652024436,9685947642,16981.52,32186,15204.48,us dollar,US dollar,ZIM,ZIM,ACH,1,"Fan_Out,"
Ryan,Karen,7815002853,4020934809,3682.75,9081,5398.25,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_Out,"
SABUNET,Cassandra,7847873072,831066733,5042.46,40076,35033.54,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
SAHUMANI,Margaret,9402212829,6042344622,2169.31,9081,6911.69,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
SAKAROMBE,Donna,9402994493,3112794089,18768.03,49544,30775.97,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Group,"
Salazar,Mackenzie,4021161031,979819164,13285.72,20990,7704.28,us dollar,US dollar,South Africa,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
SAMANEKA,Frank,9403274839,8848140810,1062.06,103256,102193.94,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
SAMBOKO,Jamie,9634559331,8020264563,2291.56,30724,28432.44,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Samhembere,Jeffrey,9414313929,9155423127,1776.06,5075,3298.94,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Layered_Fan_Out,"
